	blood_group	job	sex	name	company	race	ssn	birthdate	current_location
1953	B-	Retail manager	M	Tim Francis	Campbell Ltd	White	305-18-8623	1989/12/13	(Decimal('75.0436065'), Decimal('-82.678578'))
1954	A+	Engineer, electrical	M	James Wilson	Dominguez-Robinson	White	259-92-0767	1948/07/12	(Decimal('65.778292'), Decimal('-74.531749'))
1955	O-	Chartered management accountant	F	Laura Gibson	Mitchell-Hernandez	White	893-58-6113	2007-05-09	(Decimal('-39.1945305'), Decimal('114.186173'))
1956	B+	Environmental consultant	M	Steven Lewis	Brewer-Mcneil	black	402-03-7015	04 Mar 1945	(Decimal('89.6051485'), Decimal('-151.762172'))
1957	A-	Therapist, horticultural	M	James Mills	Jimenez Inc	White	346-56-1722	1953/11/23	(Decimal('-82.608244'), Decimal('-49.863551'))
1958	AB+	Quarry manager	M	Joshua Newman	Lee, Beasley and Roberts	White	097-90-4450	02/08/1926, 00:00:00	(Decimal('26.9383075'), Decimal('-80.814650'))
1959	AB+	Buyer, industrial	M	Andrew Brown	Jones, Fuller and Fitzgerald	Black	776-11-8950	26 May 1912	(Decimal('39.7825115'), Decimal('95.425757'))
1960	AB+	Barrister	M	Noah Douglas	Nelson-Salas	Asian	267-60-5013	21 Aug 2018	(Decimal('-78.523853'), Decimal('-163.583605'))
1961	AB+	Web designer	F	Sierra Pena	Oneill-Johnson	White	778-99-8972	1946/10/24	(Decimal('86.8088365'), Decimal('-14.124509'))
1962	A-	Teacher, secondary school	M	Mark Taylor	Ruiz Group	Black	303-04-8471	1980/08/08	(Decimal('63.4035255'), Decimal('-52.215640'))
1963	AB-	English as a foreign language teacher	F	Carolyn Brown	Johnson Inc	Black	565-40-0708	19 Jan 1933	(Decimal('27.276915'), Decimal('-83.233269'))
1964	B+	Proofreader	F	Nicole Glenn	Nelson-Li	Asian	675-58-3241	1973-07-28	(Decimal('-36.487225'), Decimal('-56.837342'))
1965	AB-	Airline pilot	M	David Ramirez DVM	Greene, Vasquez and Phillips	White	169-86-6934	14 Apr 1924	(Decimal('-36.7800855'), Decimal('-122.610298'))
1966	B-	Diplomatic Services operational officer	M	Matthew Montgomery	Hernandez-Kelly	White	366-27-7166	1964-10-17	(Decimal('39.687781'), Decimal('161.461083'))
1967	B-	Product manager	M	Kevin Barron	Clements LLC	White	465-78-0381	1920/11/01	(Decimal('45.0837225'), Decimal('-32.910423'))
1968	A-	Seismic interpreter	F	Linda Holden	Foster, Nguyen and Holden	White	597-40-5698	04/10/1994, 00:00:00	(Decimal('30.722981'), Decimal('-70.174904'))
1969	A+	Publishing rights manager	F	Renee Ryan	Mcneil Inc	White	431-26-0332	1955/07/13	(Decimal('-23.047845'), Decimal('-174.368144'))
1970	O-	Equities trader	M	Joshua Banks	Gill-Hopkins	Black	721-26-6638	09/27/1969, 00:00:00	(Decimal('-54.2738195'), Decimal('-113.008822'))
1971	A-	Sports coach	F	Breanna Diaz	Gaines Group	White	038-13-0092	25 Jun 1957	(Decimal('41.818155'), Decimal('-63.937944'))
1972	O-	Insurance broker	M	Anthony Simon	Ross, Smith and Bowers	Asian	180-01-2506	1961-10-25	(Decimal('63.9065355'), Decimal('179.060359'))
1973	A+	Chartered certified accountant	F	Kelly Carrillo	West-Smith	White	815-08-4121	03 Dec 2008	(Decimal('-39.197632'), Decimal('-114.455632'))
1974	AB+	Insurance risk surveyor	F	Kristina Dunn	Moody Inc	White	002-68-0567	1932/08/06	(Decimal('33.2527835'), Decimal('-67.846223'))
1975	A+	Ranger/warden	F	Danielle Cook	Frye, Johnson and Conner	White	254-29-8516	10/18/1929, 00:00:00	(Decimal('-68.0558405'), Decimal('106.852234'))
1976	B+	Medical physicist	F	Pamela Hensley	Vasquez, Malone and Price	Asian	652-50-7129	03 Mar 1971	(Decimal('-19.8821695'), Decimal('-88.880357'))
1977	O-	Commercial art gallery manager	M	Dylan Henry	Williams-Gardner	White	220-92-9037	06 Nov 1967	(Decimal('34.029269'), Decimal('-160.862567'))
1978	B+	Lecturer, further education	M	James Byrd	Berg, Roberts and Foster	White	703-34-2514	1944/03/10	(Decimal('83.1995715'), Decimal('22.578295'))
1979	B-	Geophysicist/field seismologist	M	Joseph Garza	Collins Ltd	White	209-04-2399	30 Oct 2006	(Decimal('-26.0513665'), Decimal('151.151100'))
1980	B+	Ergonomist	F	Cassandra Dean	Graves and Sons	White	486-03-8966	1949-07-31	(Decimal('-0.0633665'), Decimal('-41.855314'))
1981	AB-	Engineer, energy	F	Misty Zimmerman	Huffman-Benson	Black	406-11-8865	22 Dec 1930	(Decimal('70.621158'), Decimal('55.354609'))
1982	O+	Theme park manager	F	Miss Rebecca Henson	Wilkinson-Brock	White	043-73-3370	31 Oct 1923	(Decimal('-81.3353275'), Decimal('-121.802448'))
1983	O-	Prison officer	F	Rebecca Ellis	Gonzalez, Caldwell and Anderson	Black	235-62-0715	2007/03/12	(Decimal('14.5354875'), Decimal('-76.623531'))
1984	O-	Geoscientist	F	Katherine Smith	Galloway, Camacho and Moore	White	848-73-1322	1945-06-25	(Decimal('48.1782225'), Decimal('132.367954'))
1985	O+	Armed forces training and education officer	M	Harold Welch	Stephens, Marks and Guerrero	White	572-65-0757	1973/10/18	(Decimal('58.1853505'), Decimal('115.390873'))
1986	O-	Sound technician, broadcasting/film/video	F	Jacqueline Manning	Gilbert Group	White	841-19-6556	16 Jan 1982	(Decimal('-5.0987955'), Decimal('166.901048'))
1987	B-	Special effects artist	M	Andrew Smith	Doyle, Huang and Wheeler	White	280-51-7054	1958-09-15	(Decimal('49.4934985'), Decimal('73.405635'))
1988	O-	Actuary	M	Shawn Klein	Garcia, Fry and Miller	Indian	565-35-3007	1908/01/13	(Decimal('56.8285965'), Decimal('107.659614'))
1989	A-	Hydrologist	F	Rachel Fischer	Wallace-Cook	White	227-35-2664	1922/10/09	(Decimal('-52.1809575'), Decimal('-7.247925'))
1990	O+	Therapist, speech and language	M	Kevin Briggs	Davis, Smith and Hahn	Black	543-34-1335	1951-07-03	(Decimal('-8.1269125'), Decimal('56.598844'))
1991	O-	Systems developer	F	Miss Denise Burns	Hernandez, Parrish and Shields	White	074-30-2824	11/28/1954, 00:00:00	(Decimal('-34.277710'), Decimal('101.107362'))
1992	AB+	Chiropodist	F	Cynthia Miller	Oneal-Dunn	Black	112-12-6613	12/14/2003, 00:00:00	(Decimal('-77.2376335'), Decimal('-132.907013'))
1993	AB+	Local government officer	M	Terry Wright	Smith, Scott and Rogers	White	518-60-0474	14 Sep 1930	(Decimal('1.5821815'), Decimal('100.897893'))
1994	AB-	Operational investment banker	M	Samuel Noble	Black and Sons	White	469-21-3299	1969-11-17	(Decimal('-48.566246'), Decimal('32.366482'))
1995	O+	Engineer, materials	M	Michael Holloway	Adams, Rodgers and White	Indian	214-18-6320	1949-11-15	(Decimal('-77.1985745'), Decimal('31.981744'))
1996	B-	Curator	F	Savannah Sullivan	Lewis PLC	Asian	727-79-9731	11/06/2013, 00:00:00	(Decimal('-42.8684555'), Decimal('125.144858'))
1997	AB-	Conservation officer, historic buildings	M	Andrew Thompson	Howard Group	White	631-39-6374	1961-07-30	(Decimal('-36.0293165'), Decimal('21.733941'))
1998	B+	Arboriculturist	M	Scott Long	Clark and Sons	White	229-06-1888	18 Apr 1918	(Decimal('-71.751111'), Decimal('-135.746906'))
1999	O+	Make	F	Lauren Jones	Powell, Thompson and Baird	Asian	187-95-8243	1954/12/08	(Decimal('-15.248868'), Decimal('33.297292'))
2000	AB+	Sales promotion account executive	F	Miss Pamela Scott	Torres, Hall and Atkinson	White	485-46-6395	05 Oct 1920	(Decimal('70.7764195'), Decimal('26.001497'))
2001	B+	Audiological scientist	M	Chad Burke	Watson, Winters and Barnett	White	695-63-0153	09/21/1957, 00:00:00	(Decimal('-32.274296'), Decimal('-142.462455'))
2002	AB+	Outdoor activities/education manager	F	Julie Sanders	Montes Inc	Black	782-22-4542	1942-03-02	(Decimal('-79.2098475'), Decimal('108.078283'))
2003	O-	Production assistant, radio	F	Bonnie Smith	Beck Inc	Asian	441-63-9256	05/25/1980, 00:00:00	(Decimal('-67.2168275'), Decimal('3.874950'))
2004	B+	Firefighter	M	James Harris	Miller-Hall	white	884-35-0697	22 Oct 1961	(Decimal('25.2312055'), Decimal('-153.122148'))
2005	A-	Biochemist, clinical	M	Ray Williams	Ball-Hopkins	black	802-17-3267	1953/03/15	(Decimal('-64.9940015'), Decimal('-43.803968'))
2006	A-	Electronics engineer	F	Olivia Glenn	Lawson-Pugh	White	368-86-5178	1991-04-23	(Decimal('27.0583455'), Decimal('-146.196314'))
2007	AB-	Museum/gallery exhibitions officer	F	Joy Simon	Young-Moore	White	178-27-0395	02 Jun 1936	(Decimal('-2.352804'), Decimal('-139.483160'))
2008	B-	Diplomatic Services operational officer	M	Brandon Torres	Payne, Pittman and Baker	White	198-10-3147	1914/09/12	(Decimal('-24.2938695'), Decimal('30.948154'))
2009	O+	Pharmacist, community	M	Jacob White	Rivera Group	black	214-69-7318	11/21/1947, 00:00:00	(Decimal('-74.006773'), Decimal('-133.691652'))
2010	A+	Journalist, broadcasting	F	Stephanie Kramer	Stein LLC	White	114-71-0440	01/22/1952, 00:00:00	(Decimal('42.854101'), Decimal('-141.679261'))
2011	A+	Pensions consultant	M	Billy Martinez	Best, Foley and Dunn	White	123-75-8820	1977/10/28	(Decimal('9.717359'), Decimal('103.647506'))
2012	B+	Haematologist	F	Cynthia Lowe	Thompson Ltd	White	704-10-0592	13 Oct 2019	(Decimal('-49.982656'), Decimal('21.706351'))
2013	AB+	Psychiatrist	M	Joseph Hall	Wolfe-Whitehead	black	459-23-1128	06 Jun 1978	(Decimal('20.090398'), Decimal('-88.209705'))
2014	AB-	Music tutor	F	Rebecca Thompson	West-Hart	White	501-90-7183	19 Jun 1913	(Decimal('-46.933225'), Decimal('173.972533'))
2015	AB+	Customer service manager	M	Michael Rivera	Cook, Howard and Cooper	White	727-38-6429	1930-10-13	(Decimal('24.7388905'), Decimal('-98.223960'))
2016	A-	Accountant, chartered certified	F	Ebony Chapman	Higgins Inc	White	842-25-4196	29 Sep 1965	(Decimal('-70.914447'), Decimal('-64.878375'))
2017	B+	Development worker, international aid	F	Angela Weaver	Dunn, Kemp and Oliver	Black	139-22-8479	02/08/2012, 00:00:00	(Decimal('79.341726'), Decimal('122.801412'))
2018	B-	Optometrist	M	Evan Moon	Williams-Fernandez	White	408-70-2152	21 Apr 1989	(Decimal('-35.374841'), Decimal('120.054406'))
2019	AB+	Armed forces logistics/support/administrative officer	F	Angela Griffin	Rowe-Garrett	Black	055-47-6696	1994-09-18	(Decimal('72.3956955'), Decimal('60.603219'))
2020	A-	Engineer, electrical	F	Kathleen Allen	Montgomery-Weeks	Black	740-99-8580	1972-06-12	(Decimal('19.818660'), Decimal('169.299814'))
2021	A-	Mining engineer	F	Deborah Martinez	Lee Ltd	White	228-13-0671	05/29/1915, 00:00:00	(Decimal('24.3598775'), Decimal('-163.247717'))
2022	O-	Publishing copy	F	Martha Berger	Morrow, Harris and Sandoval	White	304-01-9273	09/17/1910, 00:00:00	(Decimal('40.392945'), Decimal('89.862777'))
2023	AB+	Radiographer, diagnostic	F	Felicia Jones	Calhoun and Sons	White	692-27-6196	1993-04-08	(Decimal('63.4729285'), Decimal('134.373918'))
2024	A+	Mechanical engineer	M	Kyle Hancock	Harris-Wong	Black	008-33-0755	06 Mar 1940	(Decimal('-10.132101'), Decimal('-159.678115'))
2025	O+	Operational researcher	F	Jennifer Norris	Hall PLC	Black	680-53-4575	06/03/1980, 00:00:00	(Decimal('75.6116625'), Decimal('-39.601670'))
2026	B+	Museum education officer	F	Rachel Harper	Morse, Watson and Lynn	Asian	621-71-0496	12/14/1914, 00:00:00	(Decimal('-56.8162215'), Decimal('-79.651924'))
2027	O-	Administrator, charities/voluntary organisations	M	Richard House	Martinez LLC	White	165-80-7570	24 Sep 1912	(Decimal('-2.235503'), Decimal('-46.248365'))
2028	O+	Commissioning editor	F	Patricia Bolton	Nguyen-Sims	Asian	667-33-4380	1926/05/18	(Decimal('-66.167383'), Decimal('48.477874'))
2029	A-	Writer	M	Nicholas Vasquez	Reyes PLC	Asian	303-85-2473	2005/05/31	(Decimal('61.784482'), Decimal('114.510099'))
2030	O-	Contracting civil engineer	F	Deborah Lynch	Carter Ltd	Black	512-44-0456	1922/12/19	(Decimal('-53.377063'), Decimal('-10.404296'))
2031	A+	Firefighter	F	Patricia Dunlap	Tapia Group	Asian	214-93-8678	2007-02-09	(Decimal('-47.6722485'), Decimal('134.112744'))
2032	O+	Paramedic	F	Amanda Richmond	Nichols-Montes	White	899-71-8826	1991-09-09	(Decimal('-68.1611785'), Decimal('162.295111'))
2033	O+	Conservator, museum/gallery	M	Stephen Davis	Mccoy LLC	Asian	479-97-2402	2001/05/05	(Decimal('35.0532065'), Decimal('31.995974'))
2034	O+	Engineer, water	M	James Cole	Perry and Sons	White	310-54-7996	1931/07/11	(Decimal('-76.477201'), Decimal('153.653424'))
2035	AB-	Child psychotherapist	M	Tyler Lee	Ortiz-Anderson	Black	170-75-9657	1966-07-28	(Decimal('-35.9886525'), Decimal('-104.163336'))
2036	B+	Academic librarian	F	Angela Beasley	Gonzales, Davidson and Schneider	White	450-16-8544	06/22/1998, 00:00:00	(Decimal('25.5049495'), Decimal('119.720926'))
2037	O-	Teacher, primary school	F	Heather Henderson	Golden-Johnson	White	021-35-1383	10/17/1941, 00:00:00	(Decimal('-8.018260'), Decimal('-42.711909'))
2038	O+	Rural practice surveyor	F	Lori Moody	Mata, Palmer and Hughes	Black	330-75-9506	12/23/2000, 00:00:00	(Decimal('-40.7525155'), Decimal('27.912286'))
2039	B-	Commercial/residential surveyor	M	Justin Davis	Davis Ltd	white	836-94-2806	1930-01-13	(Decimal('0.6038825'), Decimal('-49.918405'))
2040	O-	Engineer, structural	F	Victoria Howell	Douglas LLC	White	195-33-9262	24 Mar 1966	(Decimal('-23.3076435'), Decimal('-69.988429'))
2041	A+	Operational researcher	M	Juan Pruitt	Lopez LLC	Indian	187-46-5029	1997/04/03	(Decimal('-33.6344855'), Decimal('-39.182918'))
2042	AB+	Exercise physiologist	F	Laura Rogers	Gross Ltd	Black	111-19-5403	1907-10-01	(Decimal('70.149554'), Decimal('-34.289765'))
2043	A-	Biochemist, clinical	F	Kimberly Miller	Ortiz, Wheeler and Kidd	White	265-32-2696	2006/09/21	(Decimal('56.3009125'), Decimal('112.614036'))
2044	A+	Passenger transport manager	M	Raymond Ward	Moore Ltd	White	489-73-7459	1939/07/22	(Decimal('50.3331005'), Decimal('133.255769'))
2045	O+	Scientist, audiological	M	Micheal Rhodes	Johnson, Valdez and Garrison	White	332-35-3738	1924/08/29	(Decimal('40.300969'), Decimal('153.896105'))
2046	O-	Administrator	F	Doris Bailey	Gonzalez Inc	White	634-48-4953	1998-10-27	(Decimal('-9.980618'), Decimal('-172.298161'))
2047	AB+	Exhibition designer	M	Michael Wright DDS	Huff-Hudson	White	332-28-9140	1987-09-18	(Decimal('-47.8013765'), Decimal('47.459925'))
2048	B-	Operational researcher	F	Nicole Williams	Lopez-Miller	Black	146-89-6715	10/12/1963, 00:00:00	(Decimal('-70.574758'), Decimal('-157.977258'))
2049	A+	Tourist information centre manager	M	John Martin	Hughes, Velez and Rice	Indian	895-83-9213	03/19/1954, 00:00:00	(Decimal('-27.264484'), Decimal('-26.842319'))
2050	AB+	Recycling officer	F	Lori Payne	Singleton PLC	White	391-82-2991	10/21/1909, 00:00:00	(Decimal('18.4481665'), Decimal('94.335965'))
2051	AB-	Pathologist	M	Brian Velasquez	Shaw, Robles and Wilson	Asian	505-23-7189	08/22/1913, 00:00:00	(Decimal('-46.927892'), Decimal('89.556017'))
2052	AB-	Engineer, manufacturing systems	M	Donald Jackson	Morrow-Valenzuela	White	501-14-6620	1963-10-20	(Decimal('81.4691825'), Decimal('-7.558961'))
2053	B+	Farm manager	M	Kevin Wallace	Martinez-Ellis	Black	023-66-8850	1999-02-08	(Decimal('21.8495155'), Decimal('168.565043'))
2054	A-	Engineer, agricultural	F	Kelly Kirk	Love Inc	White	258-48-7908	05/16/1929, 00:00:00	(Decimal('-47.163552'), Decimal('-175.673846'))
2055	A-	Electronics engineer	M	Steve Schneider	Cook Inc	Indian	228-08-5657	08/20/1963, 00:00:00	(Decimal('-48.0000705'), Decimal('-126.317182'))
2056	A-	Research officer, trade union	M	James May	Stephens-Marshall	White	319-97-0842	16 Nov 1922	(Decimal('13.9964275'), Decimal('-87.688659'))
2057	AB-	Herbalist	M	John Hunter	Kerr, Henderson and Shelton	black	718-62-3035	1923/12/24	(Decimal('-6.0013225'), Decimal('109.457239'))
2058	B+	Heritage manager	M	Victor Humphrey	Nelson PLC	White	761-84-0717	2005/11/22	(Decimal('61.018612'), Decimal('-6.240961'))
2059	A+	Probation officer	F	Renee James DDS	Collins PLC	Asian	221-41-1591	1926/11/20	(Decimal('26.450147'), Decimal('-127.812114'))
2060	A-	Scientist, research (physical sciences)	F	Meredith Dunn	Juarez, Church and Mendez	Black	266-68-1105	1976/11/13	(Decimal('13.727282'), Decimal('134.973761'))
2061	B+	Neurosurgeon	M	Ernest Morgan	Johnston-Franklin	White	778-18-0334	1917-08-07	(Decimal('-59.422877'), Decimal('-109.562670'))
2062	A-	Web designer	M	Edwin Gilmore	Ritter-Carlson	White	471-46-5193	1939/12/11	(Decimal('-86.9319085'), Decimal('147.365762'))
2063	A-	Scientist, audiological	M	Albert Spencer	Taylor, Gonzalez and Allen	white	426-99-3083	1996/09/11	(Decimal('15.7380235'), Decimal('-86.188692'))
2064	B+	Bonds trader	M	Richard Williams	Davis-Marquez	White	478-54-4366	1994-12-26	(Decimal('3.8351975'), Decimal('-140.480338'))
2065	AB+	Hydrographic surveyor	M	Jason Yu	Osborne-Gregory	White	289-50-8987	1906/01/27	(Decimal('-22.3851395'), Decimal('-147.729107'))
2066	A+	Editor, commissioning	F	Sarah Solis	Mcintosh, Everett and Carpenter	Asian	303-27-4630	24 Mar 1964	(Decimal('-18.264492'), Decimal('21.161578'))
2067	O-	Sales promotion account executive	M	Edward Scott	Cooper, Espinoza and Dougherty	Asian	339-78-2462	2008/11/11	(Decimal('-38.8725035'), Decimal('155.830531'))
2068	B-	Insurance broker	M	Brian Patton	Figueroa-Clark	Black	057-79-0525	01 Feb 1924	(Decimal('-80.3218485'), Decimal('-52.486911'))
2069	O-	Health service manager	M	Timothy Davis	Berry, Evans and Mccall	Black	871-88-2603	2013/08/07	(Decimal('35.692826'), Decimal('-146.994303'))
2070	AB+	Theme park manager	F	Julia Abbott	Fuentes, Hill and Holmes	White	267-97-2411	1992-06-28	(Decimal('-7.6553375'), Decimal('-11.866645'))
2071	O-	Orthoptist	M	Benjamin Bridges	Thornton PLC	Hawaiian	400-66-0780	1906-12-22	(Decimal('-13.2244445'), Decimal('-170.849890'))
2072	O-	Building control surveyor	F	Hayley Johnson	Colon, Alexander and Nixon	Black	286-65-8046	1949/10/19	(Decimal('60.7352455'), Decimal('-166.751571'))
2073	AB+	Medical laboratory scientific officer	M	Paul Proctor	Vaughn-Munoz	White	607-65-9526	1931-06-30	(Decimal('42.4753855'), Decimal('-172.657160'))
2074	A+	Dancer	M	Jorge Hamilton	Adams LLC	White	597-82-2404	2012/06/25	(Decimal('-29.656807'), Decimal('119.770370'))
2075	AB+	Management consultant	M	Wesley Wilson	Dunn-Miles	Indian	009-18-8881	1986-04-02	(Decimal('-81.431739'), Decimal('148.013900'))
2076	B-	Therapist, music	F	Tonya Watson	Vazquez-Silva	Asian	483-08-5014	1965/02/16	(Decimal('39.698826'), Decimal('-87.323255'))
2077	A+	Interpreter	F	Virginia Murray	Gibbs, Young and Wood	Asian	527-83-1788	1981-04-22	(Decimal('-66.044397'), Decimal('131.270683'))
2078	B-	Police officer	M	Larry Hawkins	Valencia-Young	Black	282-02-9433	10/01/1918, 00:00:00	(Decimal('49.2925315'), Decimal('103.232218'))
2079	AB+	Editor, film/video	F	Candace Mathis	Scott and Sons	White	828-51-2556	1958/02/12	(Decimal('-34.223812'), Decimal('-82.519227'))
2080	A+	Paramedic	M	Daniel White	Hickman-Campbell	White	163-95-6121	18 Feb 1922	(Decimal('43.2973775'), Decimal('19.414291'))
2081	B-	Estate agent	M	John Rodriguez	Guzman-Watts	Black	535-45-1004	29 Mar 2005	(Decimal('13.537997'), Decimal('167.345432'))
2082	B+	Building control surveyor	M	Matthew Johnson	Chapman, Mcclure and Malone	Black	006-89-4159	2020/03/12	(Decimal('-13.177510'), Decimal('171.385467'))
2083	AB-	Barrister	F	Mary Stewart	Palmer-Adams	Asian	830-70-3837	1947-04-21	(Decimal('72.339717'), Decimal('141.355810'))
2084	B-	Theme park manager	M	Gregory Zamora	Young Ltd	White	470-41-0741	1916-10-28	(Decimal('46.6527005'), Decimal('-4.669581'))
2085	O+	Health promotion specialist	M	Patrick Buchanan	Howe-Martin	Black	118-71-3695	1986/04/23	(Decimal('77.100302'), Decimal('86.743633'))
2086	A+	Patent examiner	M	Matthew Ross	White, Rice and Monroe	White	494-11-6223	1935/08/01	(Decimal('49.4016155'), Decimal('136.760149'))
2087	O+	Warehouse manager	F	Ana Brewer	Reyes, Rhodes and Smith	White	870-88-4518	2005/10/04	(Decimal('69.549291'), Decimal('177.358522'))
2088	O+	Network engineer	M	Ricky Andrews	Jenkins-Wright	black	448-78-1271	1968/04/26	(Decimal('30.5632455'), Decimal('62.462318'))
2089	A+	Prison officer	F	Lisa Santana	Villarreal Group	White	744-63-3326	1961-01-05	(Decimal('36.010061'), Decimal('86.190450'))
2090	AB-	Scientist, research (maths)	F	Laura Collins	Roberts, Sanders and Webb	blsck	205-99-1724	1932-10-29	(Decimal('-58.3477235'), Decimal('13.956906'))
2091	AB-	Television/film/video producer	F	Brooke Griffin	Diaz PLC	White	785-71-7127	1978-07-30	(Decimal('41.185978'), Decimal('81.425695'))
2092	A-	Sports development officer	M	Christopher Torres	Lewis Ltd	Black	446-81-4979	1922/05/14	(Decimal('-44.603473'), Decimal('-157.540171'))
2093	A+	Public affairs consultant	M	Robert Johnson	Melton Group	White	334-70-3568	2004/03/15	(Decimal('40.6756785'), Decimal('94.797240'))
2094	A+	Public relations account executive	F	Anna Valenzuela	Robinson Ltd	White	616-79-1926	05 Dec 1908	(Decimal('88.763773'), Decimal('99.890458'))
2095	A+	Planning and development surveyor	F	Carolyn Lopez	Jones PLC	White	151-78-2508	03/28/1928, 00:00:00	(Decimal('-76.2694375'), Decimal('-19.562782'))
